,Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A),scores,anomaly
27,17-09-2023 00:13,48.6,30.1,3.3,0.03,ON,68.8,1847,Running,12.6,0.09632490637965663,1
28,17-09-2023 00:14,45.9,31.2,2.2,0.019,ON,71.7,1550,Running,11.7,0.05032727119282565,1
29,17-09-2023 00:14,48.9,30.2,3.2,0.029,ON,68.7,1850,Running,12.7,0.10217944715331306,1
30,17-09-2023 00:15,45.7,31.3,2.1,0.018,ON,71.6,1553,Running,11.8,0.044624918673465186,1
31,17-09-2023 00:15,48.7,30.3,3.1,0.028,ON,68.6,1853,Running,12.8,0.10186994922760462,1
32,17-09-2023 00:16,46.0,31.4,2.0,0.017,ON,71.5,1556,Running,11.9,0.04694550523564256,1
33,17-09-2023 00:16,49.0,30.4,3.0,0.027,ON,68.5,1856,Running,12.9,0.09723226422148767,1
34,17-09-2023 00:17,45.8,31.5,2.1,0.018,ON,71.3,1559,Running,12.0,0.04754224147031494,1
35,17-09-2023 00:17,48.8,30.5,3.1,0.028,ON,68.3,1859,Running,13.0,0.10257278992082941,1
36,17-09-2023 00:18,46.1,31.6,2.2,0.019,ON,71.2,1562,Running,12.1,0.05598023675149366,1
37,17-09-2023 00:18,49.1,30.6,3.2,0.029,ON,68.2,1862,Running,13.1,0.10288186932564503,1
38,17-09-2023 00:19,45.9,31.7,2.3,0.02,ON,71.1,1565,Running,12.2,0.05678645596164977,1
39,17-09-2023 00:19,48.9,30.7,3.3,0.03,ON,68.1,1865,Running,13.2,0.1032746801924519,1
40,17-09-2023 00:20,46.2,31.8,2.4,0.021,ON,71.0,1568,Running,12.3,0.06513825674692675,1
41,17-09-2023 00:20,49.2,30.8,3.4,0.031,ON,68.0,1868,Running,13.3,0.10855985723790673,1
42,17-09-2023 00:21,46.0,31.9,2.5,0.022,ON,70.8,1571,Running,12.4,0.0718200671900151,1
43,17-09-2023 00:21,49.0,30.9,3.5,0.032,ON,67.8,1871,Running,13.4,0.11131869866211808,1
44,17-09-2023 00:22,46.3,32.0,2.6,0.023,ON,70.7,1574,Running,12.5,0.07723515236304268,1
45,17-09-2023 00:22,49.3,31.0,3.6,0.033,ON,67.7,1874,Running,13.5,0.10964700558388396,1
46,17-09-2023 00:23,46.1,32.1,2.7,0.024,ON,70.6,1577,Running,12.6,0.08238416390213732,1
47,17-09-2023 00:23,49.1,31.1,3.7,0.034,ON,67.6,1877,Running,13.6,0.10763162252728786,1
48,17-09-2023 00:24,46.4,32.2,2.8,0.025,ON,70.5,1580,Running,12.7,0.09050135301802653,1
49,17-09-2023 00:24,49.4,31.2,3.8,0.035,ON,67.5,1880,Running,13.7,0.10770791413262448,1
50,17-09-2023 00:25,46.2,32.3,2.9,0.026,ON,70.3,1583,Running,12.8,0.09645380070295861,1
51,17-09-2023 00:25,49.2,31.3,3.9,0.036,ON,67.3,1883,Running,13.8,0.10420753626849855,1
52,17-09-2023 00:26,46.5,32.4,3.0,0.027,ON,70.2,1586,Running,12.9,0.09609835781421572,1
53,17-09-2023 00:26,49.5,31.4,4.0,0.037,ON,67.2,1886,Running,13.9,0.10102050079601388,1
54,17-09-2023 00:27,46.3,32.5,3.1,0.028,ON,70.1,1589,Running,13.0,0.09770918287009445,1
55,17-09-2023 00:27,49.3,31.5,4.1,0.038,ON,67.1,1889,Running,14.0,0.10125957067294056,1
56,17-09-2023 00:28,46.6,32.6,3.0,0.027,ON,70.0,1592,Running,13.1,0.09597941862035386,1
57,17-09-2023 00:28,49.6,31.6,4.0,0.037,ON,67.0,1892,Running,14.1,0.10415714679912291,1
58,17-09-2023 00:29,46.4,32.7,2.9,0.026,ON,69.9,1595,Running,13.2,0.09592665834267033,1
59,17-09-2023 00:29,49.4,31.7,3.9,0.036,ON,66.9,1895,Running,14.2,0.10697689519658293,1
60,17-09-2023 00:30,46.7,32.8,2.8,0.025,ON,69.8,1598,Running,13.3,0.0972552106069644,1
61,17-09-2023 00:30,49.7,31.8,3.8,0.035,ON,66.8,1898,Running,14.3,0.10823272327966715,1
62,17-09-2023 00:31,46.5,32.9,2.7,0.024,ON,69.7,1601,Running,13.4,0.09770881785544239,1
63,17-09-2023 00:31,49.5,31.9,3.7,0.034,ON,66.7,1901,Running,14.4,0.10907431808425205,1
64,17-09-2023 00:32,46.8,33.0,2.6,0.023,ON,69.6,1604,Running,13.5,0.09378278282703911,1
65,17-09-2023 00:32,49.8,32.0,3.6,0.033,ON,66.6,1904,Running,14.5,0.1107385033565621,1
66,17-09-2023 00:33,46.6,33.1,2.5,0.022,ON,69.5,1607,Running,13.6,0.08571485372160015,1
67,17-09-2023 00:33,49.6,32.1,3.5,0.032,ON,66.5,1907,Running,14.6,0.11441871308443374,1
68,17-09-2023 00:34,46.9,33.2,2.4,0.021,ON,69.4,1610,Running,13.7,0.08346290584253702,1
69,17-09-2023 00:34,49.9,32.2,3.4,0.031,ON,66.4,1910,Running,14.7,0.11152606275722432,1
70,17-09-2023 00:35,46.7,33.3,2.3,0.02,ON,69.3,1613,Running,13.8,0.07975270233953935,1
71,17-09-2023 00:35,49.7,32.3,3.3,0.03,ON,66.3,1913,Running,14.8,0.10733447645166061,1
72,17-09-2023 00:36,47.0,33.4,2.2,0.019,ON,69.2,1616,Running,13.9,0.07661898511104248,1
73,17-09-2023 00:36,50.0,32.4,3.2,0.029,ON,66.2,1916,Running,14.9,0.10380688392673953,1
74,17-09-2023 00:37,46.8,33.5,2.1,0.018,ON,69.1,1619,Running,14.0,0.0753589938543886,1
75,17-09-2023 00:37,49.8,32.5,3.3,0.03,ON,66.1,1919,Running,15.0,0.1071519676425372,1
76,17-09-2023 00:38,47.1,33.6,2.0,0.017,ON,69.0,1622,Running,14.1,0.07643327171581571,1
77,17-09-2023 00:38,50.1,32.6,3.4,0.031,ON,66.0,1922,Running,15.1,0.10694074170350953,1
78,17-09-2023 00:39,46.9,33.7,2.1,0.018,ON,68.9,1625,Running,14.2,0.07817323574429669,1
79,17-09-2023 00:39,49.9,32.7,3.5,0.032,ON,65.9,1925,Running,15.2,0.11507201071037043,1
80,17-09-2023 00:40,47.2,33.8,2.2,0.019,ON,68.8,1628,Running,14.3,0.0814636944038507,1
81,17-09-2023 00:40,50.2,32.8,3.6,0.033,ON,65.8,1928,Running,15.3,0.11151739889510504,1
82,17-09-2023 00:41,47.0,33.9,2.3,0.02,ON,68.7,1631,Running,14.4,0.08474972381830093,1
83,17-09-2023 00:41,50.0,32.9,3.7,0.034,ON,65.7,1931,Running,15.4,0.1104609514684558,1
84,17-09-2023 00:42,47.3,34.0,2.4,0.021,ON,68.6,1634,Running,14.5,0.09030491521909434,1
85,17-09-2023 00:42,50.3,33.0,3.8,0.035,ON,65.6,1934,Running,15.5,0.11198964648978649,1
86,17-09-2023 00:43,47.1,34.1,2.5,0.022,ON,68.5,1637,Running,14.6,0.096181121703382,1
87,17-09-2023 00:43,50.1,33.1,3.9,0.036,ON,65.5,1937,Running,15.6,0.10896723847960899,1
88,17-09-2023 00:44,47.4,34.2,2.6,0.023,ON,68.4,1640,Running,14.7,0.10255274131866032,1
89,17-09-2023 00:44,50.4,33.2,4.0,0.037,ON,65.4,1940,Running,15.7,0.10862065508488539,1
90,17-09-2023 00:45,47.2,34.3,2.7,0.024,ON,68.3,1643,Running,14.8,0.10614124489496846,1
91,17-09-2023 00:45,50.2,33.3,4.1,0.038,ON,65.3,1943,Running,15.8,0.10138347055129082,1
92,17-09-2023 00:46,47.5,34.4,2.8,0.025,ON,68.2,1646,Running,14.9,0.10917802413354882,1
93,17-09-2023 00:46,50.5,33.4,4.0,0.037,ON,65.2,1946,Running,15.9,0.10803733370097557,1
94,17-09-2023 00:47,47.3,34.5,2.9,0.026,ON,68.1,1649,Running,15.0,0.11226241957889371,1
95,17-09-2023 00:47,50.3,33.5,3.9,0.036,ON,65.1,1949,Running,16.0,0.10985529787778747,1
96,17-09-2023 00:48,47.6,34.6,3.0,0.027,ON,68.0,1652,Running,15.1,0.113431572529898,1
97,17-09-2023 00:48,50.6,33.6,3.8,0.035,ON,65.0,1952,Running,16.1,0.11390406499498296,1
98,17-09-2023 00:49,50.4,33.7,3.7,0.034,ON,64.9,1955,Running,16.2,0.11337256812792007,1
99,17-09-2023 00:50,50.7,33.8,3.6,0.033,ON,64.8,1958,Running,16.3,0.11478408491811498,1
100,17-09-2023 00:51,50.5,33.9,3.5,0.032,ON,64.7,1961,Running,16.4,0.11580457101147457,1
101,17-09-2023 00:52,50.8,34.0,3.4,0.031,ON,64.6,1964,Running,16.5,0.11481657253825339,1
102,17-09-2023 00:53,50.6,34.1,3.3,0.03,ON,64.5,1967,Running,16.6,0.11273666215436873,1
103,17-09-2023 00:54,50.9,34.2,3.2,0.029,ON,64.4,1970,Running,16.7,0.11293873399033805,1
104,17-09-2023 00:55,50.7,34.3,3.1,0.028,ON,64.3,1973,Running,16.8,0.11157240355381592,1
105,17-09-2023 00:56,51.0,34.4,3.0,0.027,ON,64.2,1976,Running,16.9,0.10572025938008567,1
106,17-09-2023 00:57,50.8,34.5,3.1,0.028,ON,64.1,1979,Running,17.0,0.11157240355381592,1
107,17-09-2023 00:58,46.6,34.2,3.0,0.03,ON,67.5,1678,Running,15.2,0.12085176710838397,1
108,17-09-2023 00:58,51.1,34.6,3.2,0.029,ON,64.0,1982,Running,17.1,0.11159919787427586,1
109,17-09-2023 00:59,50.9,34.7,3.3,0.03,ON,63.9,1985,Running,17.2,0.11365558469894232,1
110,17-09-2023 01:00,47.6,34.7,3.1,0.028,ON,67.9,1655,Running,15.2,0.1166516362845541,1
111,17-09-2023 01:01,47.5,34.8,3.0,0.027,ON,67.8,1658,Running,15.3,0.112299756262902,1
112,17-09-2023 01:02,47.4,34.9,2.9,0.026,ON,67.7,1661,Running,15.4,0.10955943437042226,1
113,17-09-2023 01:03,47.3,35.0,2.8,0.025,ON,67.6,1664,Running,15.5,0.10942479868312305,1
114,17-09-2023 01:04,47.2,35.1,2.7,0.024,ON,67.5,1667,Running,15.6,0.10853548051151896,1
115,17-09-2023 01:05,47.1,35.2,2.6,0.023,ON,67.4,1670,Running,15.7,0.10528243145390026,1
116,17-09-2023 01:05,50.5,34.8,3.4,0.031,ON,63.7,1988,Running,17.3,0.11437031656705055,1
117,17-09-2023 01:06,47.0,35.3,2.5,0.022,ON,67.3,1673,Running,15.8,0.09664206194040015,1
118,17-09-2023 01:07,46.9,35.4,2.4,0.021,ON,67.2,1676,Running,15.9,0.09643660592039305,1
119,17-09-2023 01:08,47.1,34.5,3.3,0.032,ON,67.2,1684,Running,15.4,0.12030530856269472,1
120,17-09-2023 01:08,46.8,35.5,2.3,0.02,ON,67.1,1679,Running,16.0,0.08985988650535415,1
121,17-09-2023 01:09,46.7,35.6,2.2,0.019,ON,67.0,1682,Running,16.1,0.0860604013080245,1
122,17-09-2023 01:09,45.2,29.8,2.4,0.021,ON,73.5,1505,Running,10.3,0.03654891711244368,1
123,17-09-2023 01:10,46.6,35.7,2.1,0.018,ON,66.9,1685,Running,16.2,0.08107630342066785,1
124,17-09-2023 01:10,45.1,29.9,2.5,0.022,ON,73.3,1508,Running,10.4,0.040864124160976734,1
125,17-09-2023 01:11,46.5,35.8,2.0,0.017,ON,66.8,1688,Running,16.3,0.0798265323358206,1
126,17-09-2023 01:11,45.3,30.0,2.6,0.023,ON,73.2,1512,Running,10.5,0.04624147536134615,1
127,17-09-2023 01:12,46.4,35.9,2.1,0.018,ON,66.7,1691,Running,16.4,0.0806534181358145,1
128,17-09-2023 01:12,45.0,30.1,2.7,0.024,ON,73.1,1515,Running,10.6,0.05168363569691026,1
129,17-09-2023 01:12,50.8,34.9,3.5,0.032,ON,63.6,1991,Running,17.4,0.1178921099656507,1
130,17-09-2023 01:13,46.3,36.0,2.2,0.019,ON,66.6,1694,Running,16.5,0.0848899746707682,1
131,17-09-2023 01:13,45.4,30.2,2.8,0.025,ON,73.0,1518,Running,10.7,0.05435363402996529,1
132,17-09-2023 01:14,46.2,36.1,2.3,0.02,ON,66.5,1697,Running,16.6,0.08652994441669792,1
133,17-09-2023 01:14,45.2,30.3,2.9,0.026,ON,72.8,1521,Running,10.8,0.05777712756310649,1
134,17-09-2023 01:15,46.1,36.2,2.4,0.021,ON,66.4,1700,Running,16.7,0.09100942359856434,1
135,17-09-2023 01:15,45.5,30.4,3.0,0.027,ON,72.7,1525,Running,10.9,0.058158489302655436,1
136,17-09-2023 01:16,46.0,36.3,2.5,0.022,ON,66.3,1703,Running,16.8,0.09287872088254501,1
137,17-09-2023 01:16,45.3,30.5,2.9,0.026,ON,72.6,1528,Running,11.0,0.05892043914561296,1
138,17-09-2023 01:17,45.9,36.4,2.6,0.023,ON,66.2,1706,Running,16.9,0.102665582964937,1
139,17-09-2023 01:17,45.6,30.6,2.8,0.025,ON,72.5,1531,Running,11.1,0.05772768484107382,1
140,17-09-2023 01:18,46.9,34.3,3.1,0.031,ON,67.3,1681,Running,15.3,0.12009644121089402,1
141,17-09-2023 01:18,45.8,36.5,2.7,0.024,ON,66.1,1709,Running,17.0,0.10325661337779524,1
142,17-09-2023 01:18,45.4,30.7,2.7,0.024,ON,72.3,1534,Running,11.2,0.053800280074178586,1
143,17-09-2023 01:19,45.7,36.6,2.8,0.025,ON,66.0,1712,Running,17.1,0.10599339514501371,1
144,17-09-2023 01:19,45.7,30.8,2.6,0.023,ON,72.2,1538,Running,11.3,0.054548899692494546,1
145,17-09-2023 01:20,45.6,36.7,2.9,0.026,ON,65.9,1715,Running,17.2,0.10966720991300694,1
146,17-09-2023 01:20,45.5,30.9,2.5,0.022,ON,72.1,1541,Running,11.4,0.048671786508706294,1
147,17-09-2023 01:21,45.5,36.8,3.0,0.027,ON,65.8,1718,Running,17.3,0.11032705302886148,1
148,17-09-2023 01:21,45.8,31.0,2.4,0.021,ON,72.0,1544,Running,11.5,0.05275687167951537,1
149,17-09-2023 01:21,50.6,35.0,3.6,0.033,ON,63.5,1994,Running,17.5,0.11508525577431505,1
150,17-09-2023 01:22,45.4,36.9,3.1,0.028,ON,65.7,1721,Running,17.4,0.11260403664961038,1
151,17-09-2023 01:22,45.6,31.1,2.3,0.02,ON,71.8,1547,Running,11.6,0.048694207981696436,1
152,17-09-2023 01:23,45.3,37.0,3.0,0.027,ON,65.6,1724,Running,17.5,0.1085431004754287,1
153,17-09-2023 01:23,45.9,31.2,2.2,0.019,ON,71.7,1550,Running,11.7,0.05032727119282565,1
154,17-09-2023 01:24,45.2,37.1,2.9,0.026,ON,65.5,1727,Running,17.6,0.10735199530926376,1
155,17-09-2023 01:24,45.7,31.3,2.1,0.018,ON,71.6,1553,Running,11.8,0.044624918673465186,1
156,17-09-2023 01:25,45.1,37.2,2.8,0.025,ON,65.4,1730,Running,17.7,0.10489910035902106,1
157,17-09-2023 01:25,46.0,31.4,2.0,0.017,ON,71.5,1556,Running,11.9,0.04694550523564256,1
158,17-09-2023 01:26,45.0,37.3,2.7,0.024,ON,65.3,1733,Running,17.8,0.1001481276014321,1
159,17-09-2023 01:26,45.8,31.5,2.1,0.018,ON,71.3,1559,Running,12.0,0.04754224147031494,1
160,17-09-2023 01:27,44.9,37.4,2.6,0.023,ON,65.2,1736,Running,17.9,0.091112740487302,1
161,17-09-2023 01:27,46.1,31.6,2.2,0.019,ON,71.2,1562,Running,12.1,0.05598023675149366,1
162,17-09-2023 01:27,50.9,35.1,3.7,0.034,ON,63.4,1997,Running,17.6,0.11530756175601187,1
163,17-09-2023 01:28,47.2,34.6,3.4,0.033,ON,67.0,1687,Running,15.5,0.1214211975365369,1
164,17-09-2023 01:28,44.8,37.5,2.5,0.022,ON,65.1,1739,Running,18.0,0.08359050545625124,1
165,17-09-2023 01:28,45.9,31.7,2.3,0.02,ON,71.1,1565,Running,12.2,0.05678645596164977,1
166,17-09-2023 01:29,44.7,37.6,2.4,0.021,ON,65.0,1742,Running,18.1,0.08052835156764959,1
167,17-09-2023 01:29,46.2,31.8,2.4,0.021,ON,71.0,1568,Running,12.3,0.06513825674692675,1
168,17-09-2023 01:30,44.6,37.7,2.3,0.02,ON,64.9,1745,Running,18.2,0.07512345209251259,1
169,17-09-2023 01:30,46.0,31.9,2.5,0.022,ON,70.8,1571,Running,12.4,0.0718200671900151,1
170,17-09-2023 01:31,46.3,32.0,2.6,0.023,ON,70.7,1574,Running,12.5,0.07723515236304268,1
171,17-09-2023 01:32,46.1,32.1,2.7,0.024,ON,70.6,1577,Running,12.6,0.08238416390213732,1
172,17-09-2023 01:33,46.4,32.2,2.8,0.025,ON,70.5,1580,Running,12.7,0.09050135301802653,1
173,17-09-2023 01:34,46.2,32.3,2.9,0.026,ON,70.3,1583,Running,12.8,0.09645380070295861,1
174,17-09-2023 01:34,50.7,35.2,3.8,0.035,ON,63.3,2000,Running,17.7,0.11754851966560265,1
175,17-09-2023 01:35,46.5,32.4,3.0,0.027,ON,70.2,1586,Running,12.9,0.09609835781421572,1
176,17-09-2023 01:36,46.3,32.5,3.1,0.028,ON,70.1,1589,Running,13.0,0.09770918287009445,1
177,17-09-2023 01:37,46.6,32.6,3.0,0.027,ON,70.0,1592,Running,13.1,0.09597941862035386,1
178,17-09-2023 01:38,47.0,34.4,3.2,0.032,ON,67.1,1684,Running,15.4,0.1190058142401953,1
179,17-09-2023 01:38,46.4,32.7,2.9,0.026,ON,69.9,1595,Running,13.2,0.09592665834267033,1
180,17-09-2023 01:39,46.7,32.8,2.8,0.025,ON,69.8,1598,Running,13.3,0.0972552106069644,1
181,17-09-2023 01:40,46.5,32.9,2.7,0.024,ON,69.7,1601,Running,13.4,0.09770881785544239,1
182,17-09-2023 01:41,46.8,33.0,2.6,0.023,ON,69.6,1604,Running,13.5,0.09378278282703911,1
183,17-09-2023 01:42,46.6,33.1,2.5,0.022,ON,69.5,1607,Running,13.6,0.08571485372160015,1
184,17-09-2023 01:43,46.9,33.2,2.4,0.021,ON,69.4,1610,Running,13.7,0.08346290584253702,1
185,17-09-2023 01:43,51.0,35.3,3.9,0.036,ON,63.2,2003,Running,17.8,0.11289187241744825,1
186,17-09-2023 01:44,46.7,33.3,2.3,0.02,ON,69.3,1613,Running,13.8,0.07975270233953935,1
187,17-09-2023 01:45,47.0,33.4,2.2,0.019,ON,69.2,1616,Running,13.9,0.07661898511104248,1
188,17-09-2023 01:46,46.8,33.5,2.1,0.018,ON,69.1,1619,Running,14.0,0.0753589938543886,1
189,17-09-2023 01:47,47.1,33.6,2.0,0.017,ON,69.0,1622,Running,14.1,0.07643327171581571,1
190,17-09-2023 01:48,47.3,34.7,3.5,0.034,ON,66.8,1690,Running,15.6,0.12036266400933093,1
191,17-09-2023 01:48,46.9,33.7,2.1,0.018,ON,68.9,1625,Running,14.2,0.07817323574429669,1
192,17-09-2023 01:49,47.2,33.8,2.2,0.019,ON,68.8,1628,Running,14.3,0.0814636944038507,1
193,17-09-2023 01:50,47.0,33.9,2.3,0.02,ON,68.7,1631,Running,14.4,0.08474972381830093,1
194,17-09-2023 01:51,47.3,34.0,2.4,0.021,ON,68.6,1634,Running,14.5,0.09030491521909434,1
195,17-09-2023 01:51,50.8,35.4,4.0,0.037,ON,63.1,2006,Running,17.9,0.11172390028050672,1
196,17-09-2023 01:52,47.1,34.1,2.5,0.022,ON,68.5,1637,Running,14.6,0.096181121703382,1
197,17-09-2023 01:53,47.4,34.2,2.6,0.023,ON,68.4,1640,Running,14.7,0.10255274131866032,1
198,17-09-2023 01:54,47.2,34.3,2.7,0.024,ON,68.3,1643,Running,14.8,0.10614124489496846,1
199,17-09-2023 01:55,47.5,34.4,2.8,0.025,ON,68.2,1646,Running,14.9,0.10917802413354882,1
200,17-09-2023 01:56,47.3,34.5,2.9,0.026,ON,68.1,1649,Running,15.0,0.11226241957889371,1
201,17-09-2023 01:57,47.6,34.6,3.0,0.027,ON,68.0,1652,Running,15.1,0.113431572529898,1
202,17-09-2023 01:58,47.1,34.5,3.3,0.033,ON,66.9,1687,Running,15.5,0.12233629369085747,1
203,17-09-2023 02:00,44.8,37.8,2.2,0.019,ON,64.8,1748,Running,18.3,0.07381928568509377,1
204,17-09-2023 02:00,51.1,35.5,4.1,0.038,ON,63.0,2009,Running,18.0,0.10770930793036204,1
205,17-09-2023 02:01,44.7,37.9,2.3,0.02,ON,64.7,1751,Running,18.4,0.07486580395151321,1
206,17-09-2023 02:02,44.6,38.0,2.4,0.021,ON,64.6,1754,Running,18.5,0.0802732515731811,1
207,17-09-2023 02:03,44.5,38.1,2.5,0.022,ON,64.5,1757,Running,18.6,0.07738267768276663,1
208,17-09-2023 02:04,44.4,38.2,2.6,0.023,ON,64.4,1760,Running,18.7,0.08544985605185274,1
209,17-09-2023 02:05,44.3,38.3,2.7,0.024,ON,64.3,1763,Running,18.8,0.09347092533636858,1
210,17-09-2023 02:06,44.2,38.4,2.8,0.025,ON,64.2,1766,Running,18.9,0.09685607041145472,1
211,17-09-2023 02:06,50.9,35.6,4.0,0.037,ON,62.9,2012,Running,18.1,0.11353615157336006,1
212,17-09-2023 02:07,44.1,38.5,2.9,0.026,ON,64.1,1769,Running,19.0,0.09904611352445192,1
213,17-09-2023 02:08,47.4,34.8,3.6,0.035,ON,66.6,1693,Running,15.7,0.12007730095864866,1
214,17-09-2023 02:08,44.0,38.6,3.0,0.027,ON,64.0,1772,Running,19.1,0.1023769785670593,1
215,17-09-2023 02:09,43.9,38.7,3.1,0.028,ON,63.9,1775,Running,19.2,0.10745816679838815,1
216,17-09-2023 02:10,43.8,38.8,3.0,0.027,ON,63.8,1778,Running,19.3,0.09980663328992545,1
217,17-09-2023 02:11,43.7,38.9,2.9,0.026,ON,63.7,1781,Running,19.4,0.09681447876186045,1
218,17-09-2023 02:12,43.6,39.0,2.8,0.025,ON,63.6,1784,Running,19.5,0.09356522653544619,1
219,17-09-2023 02:13,43.5,39.1,2.7,0.024,ON,63.5,1787,Running,19.6,0.09088866881536184,1
220,17-09-2023 02:13,51.2,35.7,3.9,0.036,ON,62.8,2015,Running,18.2,0.11572786168979465,1
221,17-09-2023 02:14,43.4,39.2,2.6,0.023,ON,63.4,1790,Running,19.7,0.08258299779150091,1
222,17-09-2023 02:15,43.3,39.3,2.5,0.022,ON,63.3,1793,Running,19.8,0.07261857686454587,1
223,17-09-2023 02:16,43.2,39.4,2.4,0.021,ON,63.2,1796,Running,19.9,0.07261857686454587,1
224,17-09-2023 02:17,43.1,39.5,2.3,0.02,ON,63.1,1799,Running,20.0,0.06593007758500258,1
225,17-09-2023 02:18,47.2,34.6,3.4,0.034,ON,66.7,1690,Running,15.6,0.11910399316576148,1
226,17-09-2023 02:22,51.0,35.8,3.8,0.035,ON,62.7,2018,Running,18.3,0.11871041188158404,1
227,17-09-2023 02:28,47.5,34.9,3.7,0.036,ON,66.4,1696,Running,15.8,0.11548108790621092,1
228,17-09-2023 02:28,51.3,35.9,3.7,0.034,ON,62.6,2021,Running,18.4,0.1183422549041554,1
229,17-09-2023 02:35,51.1,36.0,3.6,0.033,ON,62.5,2024,Running,18.5,0.12061924346208175,1
230,17-09-2023 02:38,47.3,34.7,3.5,0.035,ON,66.5,1693,Running,15.7,0.12248268039441029,1
231,17-09-2023 02:44,51.4,36.1,3.5,0.032,ON,62.4,2027,Running,18.6,0.12324994366127623,1
232,17-09-2023 02:48,47.6,35.0,3.8,0.037,ON,66.2,1699,Running,15.9,0.11389998007686164,1
233,17-09-2023 02:51,51.2,36.2,3.4,0.031,ON,62.3,2030,Running,18.7,0.12102262276032638,1
234,17-09-2023 02:58,47.4,34.8,3.6,0.036,ON,66.3,1696,Running,15.8,0.11841778087451005,1
235,17-09-2023 03:00,51.5,36.3,3.3,0.03,ON,62.2,2033,Running,18.8,0.11866302686180585,1
236,17-09-2023 03:07,51.3,36.4,3.2,0.029,ON,62.1,2036,Running,18.9,0.11662691146959947,1
237,17-09-2023 03:08,47.7,35.1,3.9,0.038,ON,66.0,1702,Running,16.0,0.11331719881853608,1
238,17-09-2023 03:16,51.6,36.5,3.1,0.028,ON,62.0,2039,Running,19.0,0.11525836519462962,1
239,17-09-2023 03:18,47.5,34.9,3.7,0.037,ON,66.1,1699,Running,15.9,0.11479572619189249,1
240,17-09-2023 03:23,51.4,36.6,3.2,0.029,ON,61.9,2042,Running,19.1,0.11696846971747965,1
241,17-09-2023 03:28,47.8,35.2,4.0,0.039,ON,65.8,1705,Running,16.1,0.11095535428443404,1
